theta,q,theta_via_q,y_rep
0.62958792,0.81479396,0.62958792,82.0
0.49213594,0.74606797,0.49213594,76.0
0.60981943,0.80490972,0.60981943,80.0
0.57692436,0.78846218,0.57692436,78.0
0.55224723,0.77612361,0.55224723,75.0
0.55080579,0.77540289,0.55080579,69.0
0.59638624,0.79819312,0.59638624,86.0
0.58929247,0.79464624,0.58929247,76.0
0.60070111,0.80035055,0.60070111,84.0
0.56058633,0.78029316,0.56058633,79.0
0.48087834,0.74043917,0.48087834,71.0
0.59486696,0.79743348,0.59486696,80.0
0.58439658,0.79219829,0.58439658,86.0
0.58439658,0.79219829,0.58439658,83.0
0.62920847,0.81460424,0.62920847,82.0
0.55529702,0.77764851,0.55529702,79.0
0.5494545,0.77472725,0.5494545,77.0
0.60270466,0.80135233,0.60270466,81.0
0.61390784,0.80695392,0.61390784,80.0
0.61729998,0.80864999,0.61729998,81.0
0.55990736,0.77995368,0.55990736,79.0
0.69300584,0.84650292,0.69300584,86.0
0.48307157,0.74153579,0.48307157,77.0
0.49007127,0.74503563,0.49007127,67.0
0.72023045,0.86011522,0.72023045,90.0
0.70763879,0.8538194,0.70763879,87.0
0.62630185,0.81315092,0.62630185,84.0
0.47871799,0.73935899,0.47871799,71.0
0.63398704,0.81699352,0.63398704,86.0
0.65959351,0.82979675,0.65959351,85.0
0.59912182,0.79956091,0.59912182,81.0
0.63740303,0.81870152,0.63740303,77.0
0.52816682,0.76408341,0.52816682,80.0
0.51318369,0.75659184,0.51318369,75.0
0.56791309,0.78395654,0.56791309,77.0
0.62321958,0.81160979,0.62321958,76.0
0.68734501,0.84367251,0.68734501,84.0
0.71536971,0.85768485,0.71536971,87.0
0.71466013,0.85733006,0.71466013,91.0
0.713509,0.8567545,0.713509,84.0
0.750558,0.875279,0.750558,83.0
0.74983481,0.8749174,0.74983481,79.0
0.40825967,0.70412984,0.40825967,69.0
0.53629029,0.76814515,0.53629029,72.0
0.61223879,0.8061194,0.61223879,80.0
0.6007679,0.80038395,0.6007679,80.0
0.50497398,0.75248699,0.50497398,73.0
0.50172702,0.75086351,0.50172702,79.0
0.49037722,0.74518861,0.49037722,74.0
0.51560726,0.75780363,0.51560726,78.0
0.6308361,0.81541805,0.6308361,83.0
0.62589396,0.81294698,0.62589396,82.0
0.54325195,0.77162597,0.54325195,79.0
0.54502108,0.77251054,0.54502108,88.0
0.45507928,0.72753964,0.45507928,72.0
0.48806239,0.74403119,0.48806239,73.0
0.60552633,0.80276317,0.60552633,80.0
0.64959292,0.82479646,0.64959292,77.0
0.72584534,0.86292267,0.72584534,90.0
0.70209883,0.85104942,0.70209883,86.0
0.67696219,0.83848109,0.67696219,83.0
0.67168576,0.83584288,0.67168576,81.0
0.69490414,0.84745207,0.69490414,87.0
0.59300441,0.7965022,0.59300441,77.0
0.53413935,0.76706968,0.53413935,80.0
0.54339177,0.77169589,0.54339177,81.0
0.52991329,0.76495665,0.52991329,68.0
0.51208937,0.75604469,0.51208937,79.0
0.66593891,0.83296945,0.66593891,85.0
0.56701057,0.78350528,0.56701057,79.0
0.65490396,0.82745198,0.65490396,81.0
0.55712534,0.77856267,0.55712534,79.0
0.59710776,0.79855388,0.59710776,77.0
0.70656928,0.85328464,0.70656928,74.0
0.72374646,0.86187323,0.72374646,87.0
0.59986156,0.79993078,0.59986156,89.0
0.56378152,0.78189076,0.56378152,76.0
0.59043566,0.79521783,0.59043566,76.0
0.56514047,0.78257024,0.56514047,76.0
0.62240289,0.81120144,0.62240289,83.0
0.5312578,0.7656289,0.5312578,78.0
0.63454524,0.81727262,0.63454524,76.0
0.62701557,0.81350779,0.62701557,85.0
0.4797095,0.73985475,0.4797095,69.0
0.55161231,0.77580615,0.55161231,78.0
0.62309911,0.81154956,0.62309911,75.0
0.54408143,0.77204071,0.54408143,81.0
0.59437575,0.79718788,0.59437575,77.0
0.62596949,0.81298474,0.62596949,82.0
0.58241125,0.79120563,0.58241125,80.0
0.61829455,0.80914728,0.61829455,76.0
0.67903797,0.83951899,0.67903797,87.0
0.64900936,0.82450468,0.64900936,79.0
0.51501913,0.75750957,0.51501913,76.0
0.53527322,0.76763661,0.53527322,84.0
0.5287214,0.7643607,0.5287214,74.0
0.50956595,0.75478297,0.50956595,75.0
0.58660088,0.79330044,0.58660088,77.0
0.60940467,0.80470234,0.60940467,79.0
0.63043693,0.81521846,0.63043693,82.0
0.62359439,0.81179719,0.62359439,76.0
0.59701564,0.79850782,0.59701564,82.0
0.57272196,0.78636098,0.57272196,82.0
0.61662432,0.80831216,0.61662432,77.0
0.55418733,0.77709366,0.55418733,85.0
0.38870041,0.69435021,0.38870041,68.0
0.53876554,0.76938277,0.53876554,79.0
0.55444985,0.77722492,0.55444985,81.0
0.61293761,0.80646881,0.61293761,83.0
0.68130784,0.84065392,0.68130784,81.0
0.66043736,0.83021868,0.66043736,82.0
0.7652911,0.88264555,0.7652911,82.0
0.74899326,0.87449663,0.74899326,88.0
0.37223889,0.68611944,0.37223889,68.0
0.50513552,0.75256776,0.50513552,66.0
0.50812415,0.75406208,0.50812415,71.0
0.48775531,0.74387766,0.48775531,75.0
0.50163203,0.75081601,0.50163203,79.0
0.51318722,0.75659361,0.51318722,77.0
0.52570088,0.76285044,0.52570088,77.0
0.58095297,0.79047648,0.58095297,79.0
0.62677811,0.81338906,0.62677811,80.0
0.72236864,0.86118432,0.72236864,86.0
0.66160839,0.83080419,0.66160839,79.0
0.55883408,0.77941704,0.55883408,79.0
0.51304012,0.75652006,0.51304012,67.0
0.50659199,0.75329599,0.50659199,71.0
0.67972767,0.83986384,0.67972767,83.0
0.70546572,0.85273286,0.70546572,77.0
0.59099612,0.79549806,0.59099612,81.0
0.59030073,0.79515037,0.59030073,78.0
0.62115703,0.81057852,0.62115703,86.0
0.55961261,0.77980631,0.55961261,77.0
0.49379372,0.74689686,0.49379372,75.0
0.51552574,0.75776287,0.51552574,73.0
0.65865443,0.82932721,0.65865443,87.0
0.67842807,0.83921404,0.67842807,81.0
0.66169925,0.83084963,0.66169925,84.0
0.52154178,0.76077089,0.52154178,78.0
0.5152842,0.7576421,0.5152842,72.0
0.49400789,0.74700395,0.49400789,78.0
0.50676655,0.75338328,0.50676655,71.0
0.52505437,0.76252719,0.52505437,75.0
0.6564375,0.82821875,0.6564375,75.0
0.57376205,0.78688103,0.57376205,78.0
0.64059927,0.82029963,0.64059927,89.0
0.6334799,0.81673995,0.6334799,85.0
0.55681561,0.7784078,0.55681561,75.0
0.50018686,0.75009343,0.50018686,79.0
0.57751114,0.78875557,0.57751114,74.0
0.46233649,0.73116824,0.46233649,72.0
0.48199653,0.74099827,0.48199653,81.0
0.56858149,0.78429074,0.56858149,75.0
0.62564203,0.81282102,0.62564203,84.0
0.55949829,0.77974914,0.55949829,73.0
0.70291873,0.85145936,0.70291873,87.0
0.4064207,0.70321035,0.4064207,69.0
0.53528215,0.76764107,0.53528215,73.0
0.51926441,0.7596322,0.51926441,79.0
0.52318025,0.76159012,0.52318025,70.0
0.53018655,0.76509327,0.53018655,75.0
0.52190007,0.76095004,0.52190007,73.0
0.61061927,0.80530963,0.61061927,78.0
0.57761219,0.7888061,0.57761219,81.0
0.64272115,0.82136057,0.64272115,81.0
0.54427566,0.77213783,0.54427566,83.0
0.49435143,0.74717572,0.49435143,72.0
0.50107365,0.75053683,0.50107365,79.0
0.51505576,0.75752788,0.51505576,73.0
0.65896775,0.82948387,0.65896775,81.0
0.56265253,0.78132626,0.56265253,78.0
0.64414251,0.82207126,0.64414251,84.0
0.56660625,0.78330313,0.56660625,74.0
0.56660625,0.78330313,0.56660625,78.0
0.47529381,0.73764691,0.47529381,74.0
0.50474212,0.75237106,0.50474212,78.0
0.49682421,0.74841211,0.49682421,77.0
0.5081088,0.7540544,0.5081088,75.0
0.58368328,0.79184164,0.58368328,74.0
0.65155403,0.82577702,0.65155403,85.0
0.71559005,0.85779503,0.71559005,82.0
0.75332437,0.87666218,0.75332437,94.0
0.75332437,0.87666218,0.75332437,86.0
0.74500339,0.8725017,0.74500339,90.0
0.77250275,0.88625138,0.77250275,86.0
0.73212552,0.86606276,0.73212552,88.0
0.69496271,0.84748135,0.69496271,92.0
0.69273711,0.84636856,0.69273711,90.0
0.69295796,0.84647898,0.69295796,80.0
0.48441443,0.74220721,0.48441443,83.0
